V1,spectra_means,spectra_names,spectra_rank,trait_name
1616,0.306,x1616,NA,Leaf Mass per Area
1617,0.306,x1617,NA,Leaf Mass per Area
1618,0.306,x1618,NA,Leaf Mass per Area
1619,0.307,x1619,NA,Leaf Mass per Area
1620,0.307,x1620,NA,Leaf Mass per Area
1621,0.307,x1621,NA,Leaf Mass per Area
1622,0.308,x1622,NA,Leaf Mass per Area
1623,0.308,x1623,NA,Leaf Mass per Area
1624,0.309,x1624,NA,Leaf Mass per Area
1625,0.309,x1625,NA,Leaf Mass per Area
1626,0.309,x1626,NA,Leaf Mass per Area
1627,0.31,x1627,NA,Leaf Mass per Area
1628,0.31,x1628,NA,Leaf Mass per Area
1629,0.31,x1629,NA,Leaf Mass per Area
1630,0.311,x1630,12,Leaf Mass per Area
1631,0.311,x1631,NA,Leaf Mass per Area
1632,0.311,x1632,NA,Leaf Mass per Area
1633,0.312,x1633,NA,Leaf Mass per Area
1634,0.312,x1634,NA,Leaf Mass per Area
1635,0.312,x1635,NA,Leaf Mass per Area
1636,0.313,x1636,NA,Leaf Mass per Area
1637,0.313,x1637,NA,Leaf Mass per Area
1638,0.313,x1638,NA,Leaf Mass per Area
1639,0.313,x1639,NA,Leaf Mass per Area
1640,0.314,x1640,NA,Leaf Mass per Area
1641,0.314,x1641,NA,Leaf Mass per Area
1642,0.314,x1642,NA,Leaf Mass per Area
1643,0.314,x1643,NA,Leaf Mass per Area
1644,0.314,x1644,NA,Leaf Mass per Area
1645,0.314,x1645,NA,Leaf Mass per Area
1646,0.314,x1646,NA,Leaf Mass per Area
1647,0.315,x1647,NA,Leaf Mass per Area
1648,0.315,x1648,NA,Leaf Mass per Area
1649,0.315,x1649,NA,Leaf Mass per Area
1650,0.315,x1650,NA,Leaf Mass per Area
1651,0.315,x1651,NA,Leaf Mass per Area
1652,0.315,x1652,NA,Leaf Mass per Area
1653,0.315,x1653,NA,Leaf Mass per Area
1654,0.315,x1654,NA,Leaf Mass per Area
1655,0.315,x1655,NA,Leaf Mass per Area
1656,0.315,x1656,NA,Leaf Mass per Area
1657,0.315,x1657,NA,Leaf Mass per Area
1658,0.315,x1658,NA,Leaf Mass per Area
1659,0.315,x1659,NA,Leaf Mass per Area
1660,0.315,x1660,NA,Leaf Mass per Area
1661,0.315,x1661,NA,Leaf Mass per Area
1662,0.315,x1662,NA,Leaf Mass per Area
1663,0.315,x1663,NA,Leaf Mass per Area
1664,0.315,x1664,NA,Leaf Mass per Area
1665,0.315,x1665,NA,Leaf Mass per Area
1666,0.315,x1666,NA,Leaf Mass per Area
1667,0.315,x1667,NA,Leaf Mass per Area
1668,0.315,x1668,NA,Leaf Mass per Area
1669,0.315,x1669,NA,Leaf Mass per Area
1670,0.315,x1670,13,Leaf Mass per Area
1671,0.315,x1671,NA,Leaf Mass per Area
1672,0.315,x1672,NA,Leaf Mass per Area
1673,0.315,x1673,NA,Leaf Mass per Area
1674,0.315,x1674,NA,Leaf Mass per Area
1675,0.315,x1675,NA,Leaf Mass per Area
1676,0.315,x1676,NA,Leaf Mass per Area
1677,0.315,x1677,NA,Leaf Mass per Area
1678,0.314,x1678,NA,Leaf Mass per Area
1679,0.314,x1679,NA,Leaf Mass per Area
1680,0.314,x1680,NA,Leaf Mass per Area
1681,0.314,x1681,NA,Leaf Mass per Area
1682,0.313,x1682,NA,Leaf Mass per Area
1683,0.313,x1683,NA,Leaf Mass per Area
1684,0.313,x1684,NA,Leaf Mass per Area
1685,0.313,x1685,NA,Leaf Mass per Area
1686,0.312,x1686,NA,Leaf Mass per Area
1687,0.312,x1687,NA,Leaf Mass per Area
1688,0.312,x1688,NA,Leaf Mass per Area
1689,0.311,x1689,NA,Leaf Mass per Area
1690,0.311,x1690,NA,Leaf Mass per Area
1691,0.311,x1691,NA,Leaf Mass per Area
1692,0.31,x1692,15,Leaf Mass per Area
1693,0.31,x1693,NA,Leaf Mass per Area
1694,0.31,x1694,NA,Leaf Mass per Area
1695,0.309,x1695,NA,Leaf Mass per Area
1696,0.309,x1696,NA,Leaf Mass per Area
1697,0.308,x1697,NA,Leaf Mass per Area
1698,0.308,x1698,NA,Leaf Mass per Area
1699,0.308,x1699,NA,Leaf Mass per Area
1700,0.307,x1700,NA,Leaf Mass per Area
1701,0.307,x1701,8,Leaf Mass per Area
1702,0.307,x1702,NA,Leaf Mass per Area
1703,0.306,x1703,NA,Leaf Mass per Area
1704,0.306,x1704,NA,Leaf Mass per Area
1705,0.306,x1705,NA,Leaf Mass per Area
1706,0.305,x1706,NA,Leaf Mass per Area
1707,0.305,x1707,NA,Leaf Mass per Area
1708,0.305,x1708,NA,Leaf Mass per Area
1709,0.304,x1709,NA,Leaf Mass per Area
1710,0.304,x1710,NA,Leaf Mass per Area
1711,0.303,x1711,NA,Leaf Mass per Area
1712,0.303,x1712,NA,Leaf Mass per Area
1713,0.302,x1713,NA,Leaf Mass per Area
1714,0.302,x1714,NA,Leaf Mass per Area
1715,0.302,x1715,NA,Leaf Mass per Area
1716,0.301,x1716,NA,Leaf Mass per Area
1717,0.301,x1717,4,Leaf Mass per Area
1718,0.3,x1718,NA,Leaf Mass per Area
1719,0.3,x1719,NA,Leaf Mass per Area
1720,0.3,x1720,NA,Leaf Mass per Area
1721,0.299,x1721,NA,Leaf Mass per Area
1722,0.299,x1722,NA,Leaf Mass per Area
1723,0.299,x1723,NA,Leaf Mass per Area
1724,0.298,x1724,NA,Leaf Mass per Area
1725,0.298,x1725,NA,Leaf Mass per Area
1726,0.297,x1726,NA,Leaf Mass per Area
1727,0.297,x1727,NA,Leaf Mass per Area
1728,0.296,x1728,NA,Leaf Mass per Area
1729,0.296,x1729,NA,Leaf Mass per Area
1730,0.296,x1730,NA,Leaf Mass per Area
1731,0.295,x1731,NA,Leaf Mass per Area
1732,0.295,x1732,NA,Leaf Mass per Area
1733,0.295,x1733,NA,Leaf Mass per Area
1734,0.294,x1734,NA,Leaf Mass per Area
1735,0.294,x1735,NA,Leaf Mass per Area
1736,0.293,x1736,NA,Leaf Mass per Area
1737,0.293,x1737,NA,Leaf Mass per Area
1738,0.293,x1738,NA,Leaf Mass per Area
1739,0.292,x1739,NA,Leaf Mass per Area
1740,0.292,x1740,NA,Leaf Mass per Area
1741,0.292,x1741,NA,Leaf Mass per Area
1742,0.291,x1742,NA,Leaf Mass per Area
1743,0.29,x1743,NA,Leaf Mass per Area
1744,0.29,x1744,NA,Leaf Mass per Area
1745,0.289,x1745,NA,Leaf Mass per Area
1746,0.288,x1746,NA,Leaf Mass per Area
1747,0.287,x1747,NA,Leaf Mass per Area
1748,0.287,x1748,NA,Leaf Mass per Area
1749,0.286,x1749,NA,Leaf Mass per Area
1750,0.285,x1750,NA,Leaf Mass per Area
1751,0.285,x1751,NA,Leaf Mass per Area
1752,0.284,x1752,NA,Leaf Mass per Area
1753,0.284,x1753,NA,Leaf Mass per Area
1754,0.283,x1754,NA,Leaf Mass per Area
1755,0.282,x1755,NA,Leaf Mass per Area
1756,0.281,x1756,NA,Leaf Mass per Area
1757,0.281,x1757,NA,Leaf Mass per Area
1758,0.28,x1758,NA,Leaf Mass per Area
1759,0.28,x1759,NA,Leaf Mass per Area
1760,0.279,x1760,NA,Leaf Mass per Area
1761,0.278,x1761,NA,Leaf Mass per Area
1762,0.278,x1762,NA,Leaf Mass per Area
1763,0.277,x1763,NA,Leaf Mass per Area
1764,0.276,x1764,NA,Leaf Mass per Area
1765,0.276,x1765,NA,Leaf Mass per Area
1766,0.275,x1766,NA,Leaf Mass per Area
1767,0.275,x1767,NA,Leaf Mass per Area
1768,0.274,x1768,NA,Leaf Mass per Area
1769,0.274,x1769,NA,Leaf Mass per Area
1770,0.274,x1770,5,Leaf Mass per Area
1771,0.274,x1771,NA,Leaf Mass per Area
1772,0.274,x1772,NA,Leaf Mass per Area
1773,0.274,x1773,NA,Leaf Mass per Area
1774,0.274,x1774,NA,Leaf Mass per Area
1775,0.273,x1775,NA,Leaf Mass per Area
1776,0.273,x1776,NA,Leaf Mass per Area
1777,0.272,x1777,NA,Leaf Mass per Area
1778,0.271,x1778,NA,Leaf Mass per Area
1779,0.271,x1779,NA,Leaf Mass per Area
1780,0.27,x1780,NA,Leaf Mass per Area
1781,0.27,x1781,NA,Leaf Mass per Area
1782,0.27,x1782,NA,Leaf Mass per Area
1783,0.271,x1783,NA,Leaf Mass per Area
1784,0.271,x1784,NA,Leaf Mass per Area
1785,0.271,x1785,NA,Leaf Mass per Area
1786,0.271,x1786,NA,Leaf Mass per Area
1787,0.271,x1787,NA,Leaf Mass per Area
1788,0.271,x1788,NA,Leaf Mass per Area
1789,0.271,x1789,NA,Leaf Mass per Area
1790,0.27,x1790,NA,Leaf Mass per Area
1791,0.27,x1791,NA,Leaf Mass per Area
1792,0.27,x1792,NA,Leaf Mass per Area
1793,0.27,x1793,NA,Leaf Mass per Area
1794,0.27,x1794,NA,Leaf Mass per Area
1795,0.27,x1795,NA,Leaf Mass per Area
1796,0.27,x1796,NA,Leaf Mass per Area
1797,0.27,x1797,NA,Leaf Mass per Area
1798,0.27,x1798,NA,Leaf Mass per Area
1799,0.27,x1799,NA,Leaf Mass per Area
1800,0.27,x1800,NA,Leaf Mass per Area
1801,0.27,x1801,NA,Leaf Mass per Area
1802,0.27,x1802,NA,Leaf Mass per Area
1803,0.27,x1803,NA,Leaf Mass per Area
1804,0.27,x1804,NA,Leaf Mass per Area
1805,0.27,x1805,NA,Leaf Mass per Area
1806,0.27,x1806,NA,Leaf Mass per Area
1807,0.269,x1807,NA,Leaf Mass per Area
1808,0.269,x1808,NA,Leaf Mass per Area
1809,0.27,x1809,NA,Leaf Mass per Area
1810,0.27,x1810,NA,Leaf Mass per Area
1811,0.27,x1811,NA,Leaf Mass per Area
1812,0.27,x1812,NA,Leaf Mass per Area
1813,0.27,x1813,NA,Leaf Mass per Area
1814,0.27,x1814,NA,Leaf Mass per Area
1815,0.269,x1815,NA,Leaf Mass per Area
1816,0.269,x1816,NA,Leaf Mass per Area
1817,0.269,x1817,NA,Leaf Mass per Area
1818,0.269,x1818,NA,Leaf Mass per Area
1819,0.269,x1819,NA,Leaf Mass per Area
1820,0.269,x1820,NA,Leaf Mass per Area
1821,0.269,x1821,NA,Leaf Mass per Area
1822,0.269,x1822,NA,Leaf Mass per Area
1823,0.269,x1823,NA,Leaf Mass per Area
1824,0.269,x1824,NA,Leaf Mass per Area
1825,0.269,x1825,NA,Leaf Mass per Area
1826,0.268,x1826,NA,Leaf Mass per Area
1827,0.268,x1827,NA,Leaf Mass per Area
1828,0.268,x1828,NA,Leaf Mass per Area
1829,0.268,x1829,NA,Leaf Mass per Area
1830,0.267,x1830,29,Leaf Mass per Area
1831,0.267,x1831,NA,Leaf Mass per Area
1832,0.267,x1832,NA,Leaf Mass per Area
1833,0.267,x1833,NA,Leaf Mass per Area
1834,0.266,x1834,NA,Leaf Mass per Area
1835,0.266,x1835,NA,Leaf Mass per Area
1836,0.265,x1836,NA,Leaf Mass per Area
1837,0.265,x1837,NA,Leaf Mass per Area
1838,0.264,x1838,NA,Leaf Mass per Area
1839,0.263,x1839,NA,Leaf Mass per Area
1840,0.263,x1840,NA,Leaf Mass per Area
1841,0.262,x1841,NA,Leaf Mass per Area
1842,0.262,x1842,NA,Leaf Mass per Area
1843,0.261,x1843,NA,Leaf Mass per Area
1844,0.26,x1844,NA,Leaf Mass per Area
1845,0.259,x1845,NA,Leaf Mass per Area
1846,0.258,x1846,NA,Leaf Mass per Area
1847,0.257,x1847,NA,Leaf Mass per Area
1848,0.256,x1848,NA,Leaf Mass per Area
1849,0.254,x1849,NA,Leaf Mass per Area
1850,0.253,x1850,NA,Leaf Mass per Area
1851,0.251,x1851,NA,Leaf Mass per Area
1852,0.25,x1852,NA,Leaf Mass per Area
1853,0.248,x1853,NA,Leaf Mass per Area
1854,0.246,x1854,NA,Leaf Mass per Area
1855,0.243,x1855,NA,Leaf Mass per Area
1856,0.241,x1856,NA,Leaf Mass per Area
1857,0.238,x1857,NA,Leaf Mass per Area
1858,0.235,x1858,NA,Leaf Mass per Area
1859,0.233,x1859,NA,Leaf Mass per Area
1860,0.23,x1860,NA,Leaf Mass per Area
1861,0.227,x1861,NA,Leaf Mass per Area
1862,0.224,x1862,NA,Leaf Mass per Area
1863,0.22,x1863,NA,Leaf Mass per Area
1864,0.217,x1864,NA,Leaf Mass per Area
1865,0.213,x1865,NA,Leaf Mass per Area
1866,0.209,x1866,NA,Leaf Mass per Area
1867,0.205,x1867,NA,Leaf Mass per Area
1868,0.2,x1868,NA,Leaf Mass per Area
1869,0.196,x1869,NA,Leaf Mass per Area
1870,0.192,x1870,NA,Leaf Mass per Area
1871,0.187,x1871,NA,Leaf Mass per Area
1872,0.182,x1872,NA,Leaf Mass per Area
1873,0.177,x1873,NA,Leaf Mass per Area
1874,0.172,x1874,NA,Leaf Mass per Area
1875,0.167,x1875,NA,Leaf Mass per Area
1876,0.162,x1876,NA,Leaf Mass per Area
1877,0.156,x1877,NA,Leaf Mass per Area
1878,0.151,x1878,NA,Leaf Mass per Area
1879,0.146,x1879,NA,Leaf Mass per Area
1880,0.141,x1880,NA,Leaf Mass per Area
1881,0.135,x1881,NA,Leaf Mass per Area
1882,0.13,x1882,NA,Leaf Mass per Area
1883,0.124,x1883,NA,Leaf Mass per Area
1884,0.118,x1884,NA,Leaf Mass per Area
1885,0.113,x1885,NA,Leaf Mass per Area
1886,0.107,x1886,NA,Leaf Mass per Area
1887,0.102,x1887,NA,Leaf Mass per Area
1888,0.096,x1888,NA,Leaf Mass per Area
1889,0.092,x1889,NA,Leaf Mass per Area
1890,0.087,x1890,NA,Leaf Mass per Area
1891,0.082,x1891,NA,Leaf Mass per Area
1892,0.078,x1892,NA,Leaf Mass per Area
1893,0.074,x1893,NA,Leaf Mass per Area
1894,0.071,x1894,NA,Leaf Mass per Area
1895,0.068,x1895,NA,Leaf Mass per Area
1896,0.065,x1896,NA,Leaf Mass per Area
1897,0.063,x1897,NA,Leaf Mass per Area
1898,0.06,x1898,NA,Leaf Mass per Area
1899,0.058,x1899,NA,Leaf Mass per Area
1900,0.056,x1900,NA,Leaf Mass per Area
1901,0.054,x1901,NA,Leaf Mass per Area
1902,0.053,x1902,NA,Leaf Mass per Area
1903,0.051,x1903,NA,Leaf Mass per Area
1904,0.05,x1904,NA,Leaf Mass per Area
1905,0.049,x1905,NA,Leaf Mass per Area
1906,0.048,x1906,NA,Leaf Mass per Area
1907,0.047,x1907,NA,Leaf Mass per Area
1908,0.046,x1908,NA,Leaf Mass per Area
1909,0.046,x1909,NA,Leaf Mass per Area
1910,0.045,x1910,NA,Leaf Mass per Area
1911,0.044,x1911,NA,Leaf Mass per Area
1912,0.044,x1912,NA,Leaf Mass per Area
1913,0.043,x1913,NA,Leaf Mass per Area
1914,0.043,x1914,NA,Leaf Mass per Area
1915,0.043,x1915,NA,Leaf Mass per Area
1916,0.042,x1916,NA,Leaf Mass per Area
1917,0.042,x1917,NA,Leaf Mass per Area
1918,0.042,x1918,NA,Leaf Mass per Area
1919,0.042,x1919,NA,Leaf Mass per Area
1920,0.042,x1920,NA,Leaf Mass per Area
1921,0.042,x1921,NA,Leaf Mass per Area
1922,0.042,x1922,NA,Leaf Mass per Area
1923,0.042,x1923,NA,Leaf Mass per Area
1924,0.042,x1924,20,Leaf Mass per Area
1925,0.042,x1925,NA,Leaf Mass per Area
1926,0.042,x1926,NA,Leaf Mass per Area
1927,0.042,x1927,NA,Leaf Mass per Area
1928,0.042,x1928,NA,Leaf Mass per Area
1929,0.042,x1929,NA,Leaf Mass per Area
1930,0.042,x1930,NA,Leaf Mass per Area
1931,0.042,x1931,NA,Leaf Mass per Area
1932,0.042,x1932,NA,Leaf Mass per Area
1933,0.042,x1933,NA,Leaf Mass per Area
1934,0.042,x1934,NA,Leaf Mass per Area
1935,0.042,x1935,NA,Leaf Mass per Area
1936,0.043,x1936,NA,Leaf Mass per Area
1937,0.043,x1937,NA,Leaf Mass per Area
1938,0.043,x1938,NA,Leaf Mass per Area
1939,0.043,x1939,NA,Leaf Mass per Area
1940,0.044,x1940,NA,Leaf Mass per Area
1941,0.044,x1941,NA,Leaf Mass per Area
1942,0.044,x1942,NA,Leaf Mass per Area
1943,0.045,x1943,NA,Leaf Mass per Area
1944,0.045,x1944,NA,Leaf Mass per Area
1945,0.046,x1945,NA,Leaf Mass per Area
1946,0.046,x1946,NA,Leaf Mass per Area
1947,0.046,x1947,NA,Leaf Mass per Area
1948,0.047,x1948,NA,Leaf Mass per Area
1949,0.047,x1949,NA,Leaf Mass per Area
1950,0.047,x1950,NA,Leaf Mass per Area
1951,0.047,x1951,NA,Leaf Mass per Area
1952,0.048,x1952,NA,Leaf Mass per Area
1953,0.048,x1953,NA,Leaf Mass per Area
1954,0.048,x1954,NA,Leaf Mass per Area
1955,0.049,x1955,NA,Leaf Mass per Area
1956,0.049,x1956,NA,Leaf Mass per Area
1957,0.05,x1957,NA,Leaf Mass per Area
1958,0.05,x1958,NA,Leaf Mass per Area
1959,0.051,x1959,NA,Leaf Mass per Area
1960,0.051,x1960,NA,Leaf Mass per Area
1961,0.052,x1961,NA,Leaf Mass per Area
1962,0.052,x1962,NA,Leaf Mass per Area
1963,0.053,x1963,NA,Leaf Mass per Area
1964,0.053,x1964,NA,Leaf Mass per Area
1965,0.054,x1965,NA,Leaf Mass per Area
1966,0.055,x1966,NA,Leaf Mass per Area
1967,0.055,x1967,NA,Leaf Mass per Area
1968,0.056,x1968,NA,Leaf Mass per Area
1969,0.056,x1969,NA,Leaf Mass per Area
1970,0.057,x1970,NA,Leaf Mass per Area
1971,0.057,x1971,NA,Leaf Mass per Area
1972,0.058,x1972,NA,Leaf Mass per Area
1973,0.058,x1973,NA,Leaf Mass per Area
1974,0.059,x1974,NA,Leaf Mass per Area
1975,0.059,x1975,NA,Leaf Mass per Area
1976,0.06,x1976,NA,Leaf Mass per Area
1977,0.061,x1977,NA,Leaf Mass per Area
1978,0.061,x1978,NA,Leaf Mass per Area
1979,0.062,x1979,NA,Leaf Mass per Area
1980,0.063,x1980,NA,Leaf Mass per Area
1981,0.064,x1981,NA,Leaf Mass per Area
1982,0.064,x1982,NA,Leaf Mass per Area
1983,0.065,x1983,NA,Leaf Mass per Area
1984,0.066,x1984,NA,Leaf Mass per Area
1985,0.066,x1985,NA,Leaf Mass per Area
1986,0.067,x1986,NA,Leaf Mass per Area
1987,0.068,x1987,23,Leaf Mass per Area
1988,0.068,x1988,NA,Leaf Mass per Area
1989,0.069,x1989,NA,Leaf Mass per Area
1990,0.07,x1990,NA,Leaf Mass per Area
1991,0.07,x1991,NA,Leaf Mass per Area
1992,0.071,x1992,NA,Leaf Mass per Area
1993,0.071,x1993,NA,Leaf Mass per Area
1994,0.072,x1994,NA,Leaf Mass per Area
1995,0.073,x1995,NA,Leaf Mass per Area
1996,0.074,x1996,NA,Leaf Mass per Area
1997,0.074,x1997,NA,Leaf Mass per Area
1998,0.075,x1998,NA,Leaf Mass per Area
1999,0.076,x1999,NA,Leaf Mass per Area
2000,0.077,x2000,NA,Leaf Mass per Area
2001,0.078,x2001,NA,Leaf Mass per Area
2002,0.078,x2002,NA,Leaf Mass per Area
2003,0.079,x2003,NA,Leaf Mass per Area
2004,0.08,x2004,NA,Leaf Mass per Area
2005,0.081,x2005,NA,Leaf Mass per Area
2006,0.082,x2006,NA,Leaf Mass per Area
2007,0.083,x2007,NA,Leaf Mass per Area
2008,0.083,x2008,NA,Leaf Mass per Area
2009,0.084,x2009,NA,Leaf Mass per Area
2010,0.085,x2010,NA,Leaf Mass per Area
2011,0.085,x2011,NA,Leaf Mass per Area
2012,0.086,x2012,NA,Leaf Mass per Area
2013,0.087,x2013,NA,Leaf Mass per Area
2014,0.087,x2014,NA,Leaf Mass per Area
2015,0.088,x2015,NA,Leaf Mass per Area
2016,0.089,x2016,NA,Leaf Mass per Area
2017,0.09,x2017,NA,Leaf Mass per Area
2018,0.09,x2018,NA,Leaf Mass per Area
2019,0.091,x2019,NA,Leaf Mass per Area
2020,0.092,x2020,NA,Leaf Mass per Area
2021,0.093,x2021,NA,Leaf Mass per Area
2022,0.093,x2022,NA,Leaf Mass per Area
2023,0.094,x2023,NA,Leaf Mass per Area
2024,0.095,x2024,NA,Leaf Mass per Area
2025,0.095,x2025,NA,Leaf Mass per Area
2026,0.096,x2026,NA,Leaf Mass per Area
2027,0.097,x2027,NA,Leaf Mass per Area
2028,0.097,x2028,NA,Leaf Mass per Area
2029,0.098,x2029,NA,Leaf Mass per Area
2030,0.098,x2030,NA,Leaf Mass per Area
2031,0.099,x2031,NA,Leaf Mass per Area
2032,0.1,x2032,NA,Leaf Mass per Area
2033,0.1,x2033,NA,Leaf Mass per Area
2034,0.101,x2034,NA,Leaf Mass per Area
2035,0.102,x2035,NA,Leaf Mass per Area
2036,0.102,x2036,NA,Leaf Mass per Area
2037,0.103,x2037,NA,Leaf Mass per Area
2038,0.103,x2038,NA,Leaf Mass per Area
2039,0.104,x2039,2,Leaf Mass per Area
2040,0.105,x2040,NA,Leaf Mass per Area
2041,0.105,x2041,NA,Leaf Mass per Area
2042,0.106,x2042,NA,Leaf Mass per Area
2043,0.107,x2043,NA,Leaf Mass per Area
2044,0.107,x2044,NA,Leaf Mass per Area
2045,0.108,x2045,NA,Leaf Mass per Area
2046,0.108,x2046,NA,Leaf Mass per Area
2047,0.109,x2047,NA,Leaf Mass per Area
2048,0.109,x2048,NA,Leaf Mass per Area
2049,0.11,x2049,NA,Leaf Mass per Area
2050,0.11,x2050,NA,Leaf Mass per Area
2051,0.111,x2051,NA,Leaf Mass per Area
2052,0.111,x2052,NA,Leaf Mass per Area
2053,0.112,x2053,NA,Leaf Mass per Area
2054,0.113,x2054,NA,Leaf Mass per Area
2055,0.114,x2055,NA,Leaf Mass per Area
2056,0.114,x2056,NA,Leaf Mass per Area
2057,0.115,x2057,NA,Leaf Mass per Area
2058,0.115,x2058,NA,Leaf Mass per Area
2059,0.116,x2059,NA,Leaf Mass per Area
2060,0.117,x2060,NA,Leaf Mass per Area
2061,0.117,x2061,NA,Leaf Mass per Area
2062,0.118,x2062,NA,Leaf Mass per Area
2063,0.118,x2063,NA,Leaf Mass per Area
2064,0.119,x2064,NA,Leaf Mass per Area
2065,0.119,x2065,NA,Leaf Mass per Area
2066,0.12,x2066,NA,Leaf Mass per Area
2067,0.121,x2067,NA,Leaf Mass per Area
2068,0.121,x2068,NA,Leaf Mass per Area
2069,0.122,x2069,NA,Leaf Mass per Area
2070,0.123,x2070,NA,Leaf Mass per Area
2071,0.123,x2071,NA,Leaf Mass per Area
2072,0.124,x2072,NA,Leaf Mass per Area
2073,0.124,x2073,NA,Leaf Mass per Area
2074,0.125,x2074,NA,Leaf Mass per Area
2075,0.125,x2075,NA,Leaf Mass per Area
2076,0.126,x2076,NA,Leaf Mass per Area
2077,0.126,x2077,NA,Leaf Mass per Area
2078,0.127,x2078,NA,Leaf Mass per Area
2079,0.128,x2079,NA,Leaf Mass per Area
2080,0.129,x2080,NA,Leaf Mass per Area
2081,0.129,x2081,NA,Leaf Mass per Area
2082,0.13,x2082,NA,Leaf Mass per Area
2083,0.13,x2083,NA,Leaf Mass per Area
2084,0.131,x2084,NA,Leaf Mass per Area
2085,0.131,x2085,NA,Leaf Mass per Area
2086,0.131,x2086,NA,Leaf Mass per Area
2087,0.132,x2087,NA,Leaf Mass per Area
2088,0.132,x2088,NA,Leaf Mass per Area
2089,0.133,x2089,NA,Leaf Mass per Area
2090,0.134,x2090,NA,Leaf Mass per Area
2091,0.135,x2091,NA,Leaf Mass per Area
2092,0.135,x2092,NA,Leaf Mass per Area
2093,0.136,x2093,NA,Leaf Mass per Area
2094,0.136,x2094,NA,Leaf Mass per Area
2095,0.137,x2095,NA,Leaf Mass per Area
2096,0.137,x2096,NA,Leaf Mass per Area
2097,0.138,x2097,NA,Leaf Mass per Area
2098,0.138,x2098,NA,Leaf Mass per Area
2099,0.139,x2099,NA,Leaf Mass per Area
2100,0.14,x2100,NA,Leaf Mass per Area
2101,0.14,x2101,NA,Leaf Mass per Area
2102,0.141,x2102,NA,Leaf Mass per Area
2103,0.141,x2103,NA,Leaf Mass per Area
2104,0.141,x2104,NA,Leaf Mass per Area
2105,0.142,x2105,NA,Leaf Mass per Area
2106,0.142,x2106,NA,Leaf Mass per Area
2107,0.142,x2107,NA,Leaf Mass per Area
2108,0.142,x2108,NA,Leaf Mass per Area
2109,0.143,x2109,NA,Leaf Mass per Area
2110,0.143,x2110,NA,Leaf Mass per Area
2111,0.144,x2111,NA,Leaf Mass per Area
2112,0.145,x2112,NA,Leaf Mass per Area
2113,0.146,x2113,NA,Leaf Mass per Area
2114,0.147,x2114,NA,Leaf Mass per Area
2115,0.148,x2115,NA,Leaf Mass per Area
2116,0.148,x2116,NA,Leaf Mass per Area
2117,0.149,x2117,NA,Leaf Mass per Area
2118,0.149,x2118,NA,Leaf Mass per Area
2119,0.149,x2119,NA,Leaf Mass per Area
2120,0.15,x2120,NA,Leaf Mass per Area
2121,0.15,x2121,NA,Leaf Mass per Area
2122,0.15,x2122,NA,Leaf Mass per Area
2123,0.15,x2123,NA,Leaf Mass per Area
2124,0.151,x2124,NA,Leaf Mass per Area
2125,0.151,x2125,NA,Leaf Mass per Area
2126,0.151,x2126,NA,Leaf Mass per Area
2127,0.152,x2127,NA,Leaf Mass per Area
2128,0.152,x2128,NA,Leaf Mass per Area
2129,0.153,x2129,NA,Leaf Mass per Area
2130,0.154,x2130,NA,Leaf Mass per Area
2131,0.154,x2131,NA,Leaf Mass per Area
2132,0.154,x2132,NA,Leaf Mass per Area
2133,0.155,x2133,NA,Leaf Mass per Area
2134,0.155,x2134,NA,Leaf Mass per Area
2135,0.155,x2135,NA,Leaf Mass per Area
2136,0.156,x2136,NA,Leaf Mass per Area
2137,0.156,x2137,NA,Leaf Mass per Area
2138,0.157,x2138,NA,Leaf Mass per Area
2139,0.158,x2139,NA,Leaf Mass per Area
2140,0.158,x2140,NA,Leaf Mass per Area
2141,0.159,x2141,NA,Leaf Mass per Area
2142,0.159,x2142,NA,Leaf Mass per Area
2143,0.159,x2143,NA,Leaf Mass per Area
2144,0.159,x2144,NA,Leaf Mass per Area
2145,0.16,x2145,NA,Leaf Mass per Area
2146,0.16,x2146,NA,Leaf Mass per Area
2147,0.16,x2147,NA,Leaf Mass per Area
2148,0.16,x2148,NA,Leaf Mass per Area
2149,0.16,x2149,NA,Leaf Mass per Area
2150,0.16,x2150,NA,Leaf Mass per Area
2151,0.16,x2151,NA,Leaf Mass per Area
2152,0.16,x2152,NA,Leaf Mass per Area
2153,0.16,x2153,NA,Leaf Mass per Area
2154,0.161,x2154,16,Leaf Mass per Area
2155,0.161,x2155,NA,Leaf Mass per Area
2156,0.162,x2156,NA,Leaf Mass per Area
2157,0.162,x2157,NA,Leaf Mass per Area
2158,0.163,x2158,NA,Leaf Mass per Area
2159,0.163,x2159,NA,Leaf Mass per Area
2160,0.163,x2160,NA,Leaf Mass per Area
2161,0.163,x2161,NA,Leaf Mass per Area
2162,0.163,x2162,NA,Leaf Mass per Area
2163,0.163,x2163,NA,Leaf Mass per Area
2164,0.164,x2164,NA,Leaf Mass per Area
2165,0.164,x2165,NA,Leaf Mass per Area
2166,0.164,x2166,NA,Leaf Mass per Area
2167,0.165,x2167,NA,Leaf Mass per Area
2168,0.165,x2168,NA,Leaf Mass per Area
2169,0.165,x2169,NA,Leaf Mass per Area
2170,0.165,x2170,NA,Leaf Mass per Area
2171,0.165,x2171,NA,Leaf Mass per Area
2172,0.165,x2172,NA,Leaf Mass per Area
2173,0.166,x2173,NA,Leaf Mass per Area
2174,0.166,x2174,NA,Leaf Mass per Area
